num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,average_swap_runtime: ,total_runtime,loss_history
10000,10,11.29529857635498,45022189,6678781,61860521,2,53182869,71691842,53198279,68539302,113561491,41869649,13956549.666666666,7.04926602045695,15.040326833724976,7.520163416862488,21.14779806137085,"[11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602]"
23333,10,11.296093940734863,182420269,12578525,219810870,5,117096905,329540171,117128738,232389395,414809664,85269493,14211582.166666666,11.370774507522585,53.72810339927673,10.745620679855346,68.2246470451355,"[11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688]"
10000,10,11.29529857635498,49432802,8084339,90417350,2,70480632,89239224,70500450,98501689,147934491,58695267,19565089.0,8.447482029596964,19.23497486114502,9.61748743057251,25.342446088790894,"[11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602]"
50000,10,11.243020057678223,397227823,27147098,613950237,5,338924258,744410856,339013720,641097335,1038325158,293914302,48985717.0,31.574414531389873,155.15031027793884,31.03006205558777,189.44648718833923,"[11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969, 11.286979675292969]"
