num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,average_swap_runtime: ,total_runtime,loss_history
10000,5,0.0,8048354,14452560,0,0,12294869,13221543,12297101,14452560,22500914,9279371,9279371.0,3.3332581520080566,0.1876928806304931,inf,3.3332581520080566,"[87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078]"
30000,5,0.0,25478318,41209214,0,0,38083676,36732493,38090996,41209214,66687532,29955039,29955039.0,9.803762912750244,0.5967237949371338,inf,9.803762912750244,"[87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906]"
50000,5,0.0,43587165,67104362,0,0,63417162,67381266,63435792,67104362,110691527,43310261,43310261.0,17.60224723815918,0.2321882247924804,inf,17.60224723815918,"[87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336]"
70000,5,0.0,61759065,103254120,0,0,94261100,98248352,94278738,103254120,165013185,66764833,66764833.0,28.605633020401,0.7075991630554199,inf,28.605633020401,"[87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375]"
