num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,average_swap_runtime: ,total_runtime,loss_history
10000,10,0.0,21528172,16437699,0,0,0,0,0,16437699,37965871,37965871,37965871.0,11.138597011566162,-0.13861703872680664,-inf,11.138597011566162,"[79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734]"
