num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,confidence
10000,10,7.386702537536621,61401132,26365965,66581813,6,36869432,126618190,45035441,92947778,154348910,27730720,9511687.57142857,5.379484994070871,37.656394958496094,2
