num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,10,0.0,62971108,12019942,0,0,0,0,0,12019942,74991050,74991050,74991050.0,23.269052267074585,23.269052267074585,"[11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602]"
23333,10,0.0,145216986,24503203,0,0,0,0,0,24503203,169720189,169720189,169720189.0,52.08685207366944,52.08685207366944,"[11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629, 11.329667091369629]"
36666,10,0.0,227525442,38058666,0,0,0,0,0,38058666,265584108,265584108,265584108.0,81.7695460319519,81.7695460319519,"[11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708]"
50000,10,0.0,310192881,50339530,0,0,0,0,0,50339530,360532411,360532411,360532411.0,110.69815015792847,110.69815015792847,"[11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684, 11.334227561950684]"
