num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,loss_history
10000,5,0.0,50150000,20289000,0,0,16954535,53484465,16954535,20289000,70439000,16954535,16954535.0,8.849287033081055,8.849287033081055,8.849287033081055,"[282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875]"
20000,5,0.0,100300000,47738300,0,0,38356183,109682117,38356183,47738300,148038300,38356183,38356183.0,19.78250813484192,19.78250813484192,19.78250813484192,"[279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625]"
30000,5,0.0,150450000,52185700,0,0,55481670,147154030,55481670,52185700,202635700,55481670,55481670.0,28.81245422363281,28.81245422363281,28.81245422363281,"[279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375]"
40000,5,0.0,200600000,72552500,0,0,81850856,191301644,81850856,72552500,273152500,81850856,81850856.0,42.69156289100647,42.69156289100647,42.69156289100647,"[279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875]"
10000,5,0.0,50150000,20289000,0,0,16954535,53484465,16954535,20289000,70439000,16954535,16954535.0,8.657601118087769,-0.1916859149932861,8.657601118087769,"[282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875, 282.02069091796875]"
20000,5,0.0,100300000,47738300,0,0,38356183,109682117,38356183,47738300,148038300,38356183,38356183.0,19.79610276222229,0.013594627380371094,19.79610276222229,"[279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625, 279.613525390625]"
