num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,20,0.0,167837301,36618186,560806397,3,0,0,0,597424583,765261884,765261884,191315471.0,47.47406876087189,189.89627504348755,"[73.40989685058594, 73.29393005371094, 73.19052124023438, 73.12762451171875, 73.12762451171875, 73.12762451171875, 73.12762451171875, 73.12762451171875, 73.12762451171875, 73.12762451171875]"
70000,20,0.0,1158563203,223478044,3624742382,3,0,0,0,3848220426,5006783629,5006783629,1251695907.25,320.47444623708725,1281.897784948349,"[72.76744079589844, 72.69229125976562, 72.62117767333984, 72.54034423828125, 72.54034423828125, 72.54034423828125, 72.54034423828125, 72.54034423828125, 72.54034423828125, 72.54034423828125]"
