num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
10000,5,282.3355712890625,100150000,75401000,343209000,1,10000000,124967500,393792500,418610000,518760000,393792500,196896250.0,96.09074997901917,192.1814999580384
20000,5,280.3334045410156,200300000,99434500,120965500,1,20000000,189873000,230827000,220400000,420700000,230827000,115413500.0,54.43545699119568,108.87091398239136
30000,5,279.43475341796875,300450000,117395500,230459000,1,30000000,273136500,375168000,347854500,648304500,375168000,187584000.0,86.47404456138611,172.94808912277222
40000,5,279.2611389160156,400600000,155309500,379019500,1,40000000,361907500,573021500,534329000,934929000,573021500,286510750.0,133.2275834083557,266.4551668167114
