num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
10000,5,281.6143493652344,100200000,46753000,25626000,1,0,0,0,72379000,172579000,172579000,86289500.0,38.49160003662109,76.98320007324219
20000,5,279.36767578125,200400000,120792500,81817500,1,0,0,0,202610000,403010000,403010000,201505000.0,92.48392760753632,184.96785521507263
30000,5,280.163330078125,300600000,108500000,84605500,1,0,0,0,193105500,493705500,493705500,246852750.0,109.3182224035263,218.6364448070526
40000,5,279.462890625,400800000,154690500,119072500,1,0,0,0,273763000,674563000,674563000,337281500.0,148.19463396072388,296.38926792144775
