num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,5,281.3079528808594,100150000,63242500,98406000,1,0,0,0,161648500,261798500,261798500,130899250.0,89.34819054603577,118.69638109207152,
20000,5,281.3460998535156,200300000,78336000,105636000,1,0,0,0,183972000,384272000,384272000,192136000.0,114.46691739559174,168.93383479118347,
30000,5,279.3332214355469,300450000,122708000,188418000,1,0,0,0,311126000,611576000,611576000,305788000.0,174.63220250606537,269.26440501213074,
40000,5,280.78619384765625,400600000,148949000,210959500,1,0,0,0,359908500,760508500,760508500,380254250.0,206.43639397621155,332.8727879524231,
