num_swaps,num_data,num_medoids,loss
0,70000,5,7.929253578186035
1,70000,5,7.867080211639404
2,70000,5,7.8587446212768555
3,70000,5,7.857295513153076
4,70000,5,7.857295513153076
5,70000,5,7.857295513153076
6,70000,5,7.857295513153076
7,70000,5,7.857295513153076
8,70000,5,7.857295513153076
9,70000,5,7.857295513153076
