num_swaps,num_data,num_medoids,loss
0,50000,10,504.8550720214844
1,50000,10,503.8447265625
2,50000,10,503.3154296875
3,50000,10,502.8351745605469
4,50000,10,502.3717346191406
5,50000,10,502.1509704589844
6,50000,10,502.1266784667969
7,50000,10,502.1266784667969
8,50000,10,502.1266784667969
9,50000,10,502.1266784667969
