num_swaps,num_data,num_medoids,loss
0,50000,5,537.1484375
1,50000,5,535.0721435546875
2,50000,5,533.5809936523438
3,50000,5,532.9315185546875
4,50000,5,532.9315185546875
5,50000,5,532.9315185546875
6,50000,5,532.9315185546875
7,50000,5,532.9315185546875
8,50000,5,532.9315185546875
9,50000,5,532.9315185546875
