num_swaps,num_data,num_medoids,loss
0,70000,10,7.38048791885376
1,70000,10,7.372176170349121
2,70000,10,7.366574764251709
3,70000,10,7.362113952636719
4,70000,10,7.358617782592773
5,70000,10,7.357612609863281
6,70000,10,7.357393741607666
7,70000,10,7.357393741607666
8,70000,10,7.357393741607666
9,70000,10,7.357393741607666
