num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,20,0.0,102203789,50566743,128385197,3,13258768,179232454,147381420,178951940,281155729,101923275,25480818.75,13.65611696243286,54.624467849731445,"[73.58196258544922, 73.4130630493164, 73.31289672851562, 73.23333740234375, 73.23333740234375, 73.23333740234375, 73.23333740234375, 73.23333740234375, 73.23333740234375, 73.23333740234375]"
70000,20,0.0,681884206,288640253,560350085,3,97089778,928175684,782024154,848990338,1530874544,602698860,150674715.0,84.50935876369476,338.03743505477905,"[73.26505279541016, 73.0204849243164, 72.87554931640625, 72.75621795654297, 72.75621795654297, 72.75621795654297, 72.75621795654297, 72.75621795654297, 72.75621795654297, 72.75621795654297]"
