num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
1000,15,0.0,2807926,3019453,2409011,5,617383,8543183,616962,5428464,8236390,-306793,-51132.16666666666,0.1352759997049967,0.8116559982299805,"[77.17206573486328, 76.77679443359375, 76.5580825805664, 76.27954864501953, 76.15716552734375, 76.10753631591797, 76.10753631591797, 76.10753631591797, 76.10753631591797, 76.10753631591797]"
5000,15,0.0,55338888,20735462,117747827,5,6505695,105680195,107128494,138483289,193822177,88141982,14690330.333333334,4.396894693374634,26.381368160247803,"[75.75554656982422, 75.60116577148438, 75.50667572021484, 75.44327545166016, 75.38550567626953, 75.34326934814453, 75.34326934814453, 75.34326934814453, 75.34326934814453, 75.34326934814453]"
2000,15,0.0,10736976,8134632,9497529,5,2442481,29419838,2440724,17632161,28369137,-1050701,-175116.83333333334,0.5278923114140829,3.167353868484497,"[76.88029479980469, 76.52111053466797, 76.33354187011719, 76.20047760009766, 76.08699798583984, 76.00086212158203, 76.00086212158203, 76.00086212158203, 76.00086212158203, 76.00086212158203]"
