num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
1000,15,0.0,5133937,2361322,26975350,5,0,0,0,29336672,34470609,34470609,5745101.5,1.3910019795099895,8.346011877059937,"[76.36392974853516, 76.29459381103516, 76.6430892944336, 76.29459381103516, 76.22025299072266, 76.14787292480469, 76.14787292480469, 76.14787292480469, 76.14787292480469, 76.14787292480469]"
5000,15,0.0,96766015,14744043,258172476,5,0,0,0,272916519,369682534,369682534,61613755.66666666,15.773585160573324,94.64151096343994,"[75.75554656982422, 75.60116577148438, 75.50667572021484, 75.44327545166016, 75.38550567626953, 75.34326934814453, 75.34326934814453, 75.34326934814453, 75.34326934814453, 75.34326934814453]"
2000,15,0.0,20203464,6023218,85795534,5,0,0,0,91818752,112022216,112022216,18670369.333333332,4.597876191139221,27.587257146835327,"[76.52947998046875, 76.34125518798828, 76.0889892578125, 75.93023681640625, 76.37068939208984, 75.93023681640625, 75.93023681640625, 75.93023681640625, 75.93023681640625, 75.93023681640625]"
