num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,20,0.0,167805926,40476780,547735393,3,0,0,0,588212173,756018099,756018099,189004524.75,46.936110734939575,187.7444429397583,"[73.58196258544922, 73.4130630493164, 73.53548431396484, 73.40193176269531, 73.40193176269531, 73.40193176269531, 73.40193176269531, 73.40193176269531, 73.40193176269531, 73.40193176269531]"
70000,20,0.0,1241729376,249097636,2553155611,3,0,0,0,2802253247,4043982623,4043982623,1010995655.75,270.2190899848938,1080.8763599395752,"[73.27569580078125, 73.03128051757812, 72.88648986816406, 72.76704406738281, 72.76704406738281, 72.76704406738281, 72.76704406738281, 72.76704406738281, 72.76704406738281, 72.76704406738281]"
