num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime,loss_history
10000,5,535.573974609375,154457036,8153726,109930365,3,0,0,0,118084091,272541127,272541127,68135281.75,28.74784505367279,114.99138021469116,38.33046007156372,114.99138021469116,
10000,10,0.0,309052639,17085778,310972562,3,0,0,0,328058340,637110979,637110979,159277744.75,60.813856065273285,243.25542426109317,81.08514142036438,243.25542426109317,
10000,15,0.0,461244685,41306180,879268576,3,0,0,0,920574756,1381819441,1381819441,345454860.25,129.12256932258606,516.4902772903442,172.1634257634481,516.4902772903442,
