num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime,loss_history
10000,5,535.573974609375,61491874,5861502,84383908,3,36253018,125298179,37526644,90245410,151737284,26439105,6609776.25,12.890290021896362,51.56116008758545,17.187053362528484,51.56116008758545,
10000,10,0.0,119954189,12855665,205035279,3,51599440,301183337,53882201,217890944,337845133,36661796,9165449.0,20.85115873813629,83.40463495254517,27.80154498418172,83.40463495254517,
10000,15,0.0,171579420,38703808,336708326,3,63009399,495961089,65549357,375412134,546991554,51030465,12757616.25,34.579917311668396,138.31966924667358,46.10655641555786,138.31966924667358,
