num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,20,0.0,106026448,41639388,326480505,3,18054573,167291858,334114509,368119893,474146341,306854483,76713620.75,29.38278299570084,117.53113198280334,"[10.996705055236816, 10.975428581237793, 10.972442626953125, 10.970294952392578, 10.970294952392578, 10.970294952392578, 10.970294952392578, 10.970294952392578, 10.970294952392578, 10.970294952392578]"
50000,20,0.0,617750949,99469835,804093445,3,90085504,747627438,911338021,903563280,1521314229,773686791,193421697.75,94.4913495182991,377.9653980731964,"[10.91993522644043, 10.906771659851074, 10.899435997009277, 10.896349906921387, 10.896349906921387, 10.896349906921387, 10.896349906921387, 10.896349906921387, 10.896349906921387, 10.896349906921387]"
