num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,20,0.0,510023141,63694511,1978434158,3,0,0,0,2042128669,2552151810,2552151810,638037952.5,151.34191876649857,605.3676750659943,"[10.980515480041504, 10.977761268615723, 10.972565650939941, 10.967940330505371, 10.967940330505371, 10.967940330505371, 10.967940330505371, 10.967940330505371, 10.967940330505371, 10.967940330505371]"
50000,20,0.0,2554763945,144180251,8382023178,3,0,0,0,8526203429,11080967374,11080967374,2770241843.5,622.9064620137215,2491.625848054886,"[10.92359733581543, 10.913731575012207, 10.905678749084473, 10.90326976776123, 10.90326976776123, 10.90326976776123, 10.90326976776123, 10.90326976776123, 10.90326976776123, 10.90326976776123]"
