num_swaps,num_data,num_medoids,loss
0,50000,10,11.314382553100586
1,50000,10,11.298622131347656
2,50000,10,11.283708572387695
3,50000,10,11.274421691894531
4,50000,10,11.269084930419922
5,50000,10,11.26215648651123
6,50000,10,11.2592191696167
7,50000,10,11.246088981628418
8,50000,10,11.246088981628418
9,50000,10,11.246088981628418
