num_swaps,num_data,num_medoids,loss
0,70000,5,87.06501770019531
1,70000,5,86.77581787109375
2,70000,5,86.57609558105469
3,70000,5,86.51029968261719
4,70000,5,86.51029968261719
5,70000,5,86.51029968261719
6,70000,5,86.51029968261719
7,70000,5,86.51029968261719
8,70000,5,86.51029968261719
9,70000,5,86.51029968261719
