num_swaps,num_data,num_medoids,loss
0,70000,10,79.67359924316406
1,70000,10,79.42430114746094
2,70000,10,79.32254028320312
3,70000,10,79.22984313964844
4,70000,10,79.14697265625
5,70000,10,79.11376953125
6,70000,10,79.11161804199219
7,70000,10,79.10984802246094
8,70000,10,79.10984802246094
9,70000,10,79.10984802246094
