num_swaps,num_data,num_medoids,loss
0,70000,10,79.522705078125
1,70000,10,79.35371398925781
2,70000,10,79.21786499023438
3,70000,10,79.12139892578125
4,70000,10,79.09838104248047
5,70000,10,79.09838104248047
6,70000,10,79.09838104248047
7,70000,10,79.09838104248047
8,70000,10,79.09838104248047
9,70000,10,79.09838104248047
