num_swaps,num_data,num_medoids,loss
0,50000,10,11.280591011047363
1,50000,10,11.261292457580566
2,50000,10,11.257207870483398
3,50000,10,11.255158424377441
4,50000,10,11.24462890625
5,50000,10,11.240594863891602
6,50000,10,11.240594863891602
7,50000,10,11.240594863891602
8,50000,10,11.240594863891602
9,50000,10,11.240594863891602
