num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,confidence
10000,10,7.386702537536621,61898185,27285015,72666539,6,38966994,131835892,47037950,99951554,161849739,30013847,10380934.142857144,5.39818811416626,37.78731679916382,3
