num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
40000,5,279.2066650390625,401000000.0,40880700.0,27075000.0,1.0,78467508.0,390488192.0,78467508.0,67955700.0,468955700.0,78467508.0,39233754.0,22.72546899318695,45.4509379863739,"[279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875, 279.2049560546875]"
40000,10,0.0,802000000.0,244779800.0,3196000000.0,1.0,1600000000.0,2642779800.0,1600000000.0,3440779800.0,4242779800.0,1600000000.0,800000000.0,392.8240045309067,785.6480090618134,"[278.7569885253906, 278.4734802246094, 278.4734802246094, 278.4734802246094, 278.4734802246094, 278.4734802246094, 278.4734802246094, 278.4734802246094, 278.4734802246094, 278.4734802246094]"
