num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime
10000,5,0.0,50150000,20289000,0,0,16954535,53484465,16954535,20289000,70439000,16954535,16954535.0,8.556579113006592,8.556579113006592,0,8.556579113006592
20000,5,0.0,100300000,47738300,0,0,38356183,109682117,38356183,47738300,148038300,38356183,38356183.0,19.708677053451535,19.708677053451535,0,19.708677053451535
30000,5,0.0,150450000,52185700,0,0,55481670,147154030,55481670,52185700,202635700,55481670,55481670.0,29.46473503112793,29.46473503112793,0,29.46473503112793
