num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime
10000,10,0.0,20964331,11671969,0,0,14571194,25923311,14576261,11671969,32636300,6712989,6712989.0,6.4604880809783936,6.4604880809783936,0,6.4604880809783936
23333,10,0.0,46826877,18850516,0,0,30130083,51671097,30140071,18850516,65677393,14006296,14006296.0,15.189593076705933,15.189593076705933,0,15.189593076705933
36666,10,0.0,69179470,36322277,0,0,50206600,75707539,50222218,36322277,105501747,29794208,29794208.0,27.38415598869324,27.38415598869324,0,27.38415598869324
50000,10,0.0,97930147,39683683,0,0,64544609,105260423,64564428,39683683,137613830,32353407,32353407.0,36.92358994483948,36.92358994483948,0,36.92358994483948
