num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime
10000,5,0.0,50150000,17782100,0,0,0,0,0,17782100,67932100,67932100,67932100.0,29.97717809677124,29.97717809677124,0,29.97717809677124
20000,5,0.0,100300000,54737800,0,0,0,0,0,54737800,155037800,155037800,155037800.0,70.0315101146698,70.0315101146698,0,70.0315101146698
30000,5,0.0,150450000,52975200,0,0,0,0,0,52975200,203425200,203425200,203425200.0,89.97552585601807,89.97552585601807,0,89.97552585601807
40000,5,0.0,200600000,72795600,0,0,0,0,0,72795600,273395600,273395600,273395600.0,121.16236186027527,121.16236186027527,0,121.16236186027527
