num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,average_swap_runtime
10000,5,0.0,95155233,5125383,197503757,2,0,0,0,202629140,297784373,297784373,99261457.66666669,23.91534662246704,60.312920808792114,71.74603986740112,30.156460404396057
23333,5,11.737893104553224,217572218,11277346,337966593,2,0,0,0,349243939,566816157,566816157,188938719.0,45.51791032155355,110.73087763786316,136.55373096466064,55.36543881893158
36666,5,0.0,351004701,18559165,450257693,2,0,0,0,468816858,819821559,819821559,273273853.0,66.51114932696025,158.7129189968109,199.5334479808808,79.35645949840546
50000,5,0.0,466595867,23915975,786319023,2,0,0,0,810234998,1276830865,1276830865,425610288.3333333,101.38168128331502,248.24424386024475,304.14504384994507,124.12212193012238
