num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
70000,5,0.0,68410329,91794520,0,0,26704936,52020274,132827322,91794520,160204849,108184575,108184575.0,44.73181891441345,44.73181891441345
