num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
100,5,0.7496604919433594,20486,20041,11379,3,7618,43422,8027,31420,51906,8484,2844.75,0.001605749130249,0.006422996520996
100,8,0.697756290435791,26761,24338,7736,4,7271,52205,7668,32074,58835,6630,1547.2,0.0014416217803955,0.0072081089019775
100,10,0.6683587431907654,27293,27352,8170,3,7640,56318,7884,35522,62815,6497,2042.5,0.0019527673721313477,0.007811069488525391
