num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,average_swap_runtime: ,total_runtime,loss_history
10000,5,0.0,35077687,6352708,132298072,2,0,0,0,138650780,173728467,173728467,57909489.0,13.652484893798828,35.3871169090271,17.69355845451355,40.95745468139648,"[87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078]"
10000,5,0.0,34141896,7796864,185226748,2,0,0,0,193023612,227165508,227165508,75721836.0,17.20807162920634,46.053877115249634,23.026938557624817,51.62421488761902,"[87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078]"
10000,5,0.0,32694180,6818673,219183832,2,0,0,0,226002505,258696685,258696685,86232228.33333333,20.268370310465496,55.2347731590271,27.61738657951355,60.80511093139648,"[87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078]"
70000,5,0.0,218881444,41767822,1206498171,2,0,0,0,1248265993,1467147437,1467147437,489049145.6666667,116.71972370147705,310.9152319431305,155.45761597156525,350.15917110443115,"[87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336, 87.1801986694336]"
