num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,average_swap_runtime: ,total_runtime,loss_history
10000,5,281.6143493652344,100200000,17782100,109937500,1,0,0,0,127719600,227919600,227919600,113959800.0,53.05017411708832,75.47306323051453,75.47306323051453,106.10034823417664,"[281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656]"
40000,5,279.2304382324219,400800000,55680600,488092100,1,0,0,0,543772700,944572700,944572700,472286350.0,212.66299545764923,304.1600077152252,304.1600077152252,425.32599091529846,"[279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625, 279.23004150390625]"
