num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,average_swap_runtime
10000,10,0.0,63354862,13990222,627541085,2,0,0,0,641531307,704886169,704886169,234962056.3333333,54.83653632799784,153.23239493370056,164.50960898399353,76.61619746685028
30000,10,0.0,186182102,55962294,2012423388,2,0,0,0,2068385682,2254567784,2254567784,751522594.6666666,172.472940047582,481.5503661632538,517.418820142746,240.7751830816269
50000,10,0.0,317909567,73491877,3157471151,2,0,0,0,3230963028,3548872595,3548872595,1182957531.6666667,277.07530093193054,774.2452836036682,831.2259027957916,387.1226418018341
70000,10,0.0,446852892,89012804,4367985784,2,0,0,0,4456998588,4903851480,4903851480,1634617160.0,383.0365476608277,1063.956656217575,1149.109642982483,531.9783281087875
