num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,average_swap_runtime
10000,10,11.29529857635498,189302647,12300490,715990145,2,0,0,0,728290635,917593282,917593282,305864427.3333333,69.35560131072998,184.79775166511536,208.06680393219,92.39887583255768
23333,10,0.0,436233407,25974987,1785196623,2,0,0,0,1811171610,2247405017,2247405017,749135005.6666666,162.88000965118408,436.5531768798828,488.64002895355225,218.2765884399414
36666,10,0.0,684923107,38922225,1950713465,2,0,0,0,1989635690,2674558797,2674558797,891519599.0,198.29282800356543,513.1089379787445,594.8784840106964,256.55446898937225
50000,10,0.0,920666348,50806101,2413846880,2,0,0,0,2464652981,3385319329,3385319329,1128439776.3333333,253.95039542516076,651.1530361175537,761.8511862754822,325.57651805877686
