num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,average_swap_runtime
10000,10,79.37871551513672,101979421,29465470,359205389,8,64040382,444529537,64051461,388670859,490650280,46120743,5124527.0,4.110697560840183,31.79196000099182,36.996278047561646,3.9739950001239777
30000,10,79.1351547241211,210240218,96228193,1831185728,5,570109778,1676700687,570243335,1927413921,2137654139,460953452,76825575.33333333,22.613516807556152,118.28947854042052,135.6811008453369,23.657895708084105
50000,10,79.19697570800781,656142256,120463272,6419691961,10,1385721453,6051754692,1386018465,6540155233,7196297489,1144542797,104049345.1818182,38.73051972822709,396.6274688243866,426.0357170104981,39.66274688243866
70000,10,79.13028717041016,423438718,196827707,5256762152,4,2114295589,4099875294,2114697830,5453589859,5877028577,1777153283,355430656.6,79.66584014892578,347.651558637619,398.3292007446289,86.91288965940475
