num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,average_swap_runtime,average_swap_runtime
10000,5,281.6143493652344,150250000,20289000,242489100,2,100000000,313028100,100000000,262778100,413028100,100000000,33333333.33333333,16.740339358647663,41.37173104286194,50.22101807594299,20.68586552143097
20000,5,279.36767578125,300500000,47738300,967077100,2,400000000,915315400,400000000,1014815400,1315315400,400000000,133333333.33333331,65.63341108957927,177.11772513389587,196.9002332687378,88.55886256694794
30000,5,279.5611267089844,300600000,52185700,153885000,1,136240657,370430043,136240657,206070700,506670700,136240657,68120328.5,35.603058099746704,42.3936619758606,71.20611619949341,42.3936619758606
40000,5,280.4750061035156,400800000,48376000,112922500,1,163867882,398230618,163867882,161298500,562098500,163867882,81933941.0,42.49675011634827,42.30193734169006,84.99350023269653,,42.30193734169006
