num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime,loss_history
10000,5,0.0,44616718,7489834,182605590,5,44706164,351297747,43568908,190095424,234712142,-116585605,-19430934.166666668,11.558006644248962,69.34803986549377,13.869607973098756,69.34803986549377,
30000,5,0.0,128931702,23197007,580227080,5,176491444,827315857,167431866,603424087,732355789,-94960068,-15826678.0,36.85051691532135,221.1031014919281,44.22062029838562,221.1031014919281,
