num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
10000,10,11.32285499572754,71851627,7395245,232942424,24,9598312,279353524,58854224,240337669,312189296,32835772,9317696.96,2.692703866958618,67.31759667396545
23333,10,11.31910800933838,167145736,17515156,887372450,24,22475936,793223164,360372023,904887606,1072033342,278810178,35494898.0,13.204035587310791,330.1008896827698
36666,10,11.244207382202148,397427378,32892763,2893996215,44,34767754,2280810781,1338452433,2926888978,3324316356,1043505575,64311027.0,26.257508728239277,1181.5878927707672
50000,10,11.202509880065918,526236506,34552936,3083729945,34,47670907,2354697445,1370001217,3118282881,3644519387,1289821942,88106569.85714285,37.076341308866226,1297.671945810318
