num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
10000,5,281.33349609375,100150000,61239500,351534500,1,0,0,0,412774000,512924000,512924000,256462000.0,119.97169542312622,239.94339084625244
20000,5,281.21484375,200300000,74838000,109455000,1,0,0,0,184293000,384593000,384593000,192296500.0,84.30041098594666,168.6008219718933
30000,5,279.02545166015625,300450000,110560500,155669500,1,0,0,0,266230000,566680000,566680000,283340000.0,124.09023952484132,248.18047904968265
40000,5,279.4413146972656,400600000,190285500,1185284500,1,0,0,0,1375570000,1776170000,1776170000,888085000.0,394.9711799621582,789.9423599243164
