num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime
10000,5,282.4306030273437,100200000,68282000,49100500,1,10000000,102972500,114610000,117382500,217582500,114610000,57305000.0,28.87467396259308,57.74934792518616
20000,5,280.2794494628906,200400000,110219500,43628000,1,20000000,195400000,158847500,153847500,354247500,158847500,79423750.0,40.07100200653076,80.14200401306152
30000,5,279.20428466796875,300600000,110278000,51675000,1,30000000,271125000,191428000,161953000,462553000,191428000,95714000.0,55.20122802257538,110.40245604515076
40000,5,279.3863220214844,400800000,148201500,75301500,1,40000000,361166500,263136500,223503000,624303000,263136500,131568250.0,75.5655734539032,151.1311469078064
