num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,confidence
10000,10,0.0,347653876,17588858,1498920364,10,0,0,0,1516509222,1864163098,1864163098,136265487.63636363,17.30948398329995,190.40432381629944,2
