num_swaps,num_data,num_medoids,loss
0,70000,5,86.9300765991211
1,70000,5,86.48458862304688
2,70000,5,86.46355438232422
3,70000,5,86.43445587158203
4,70000,5,86.43445587158203
5,70000,5,86.43445587158203
6,70000,5,86.43445587158203
7,70000,5,86.43445587158203
8,70000,5,86.43445587158203
9,70000,5,86.43445587158203
