num_swaps,num_data,num_medoids,loss
0,70000,10,79.40464782714844
1,70000,10,79.29084014892578
2,70000,10,79.2368392944336
3,70000,10,79.18819427490234
4,70000,10,79.16946411132812
5,70000,10,79.16410064697266
6,70000,10,79.15773010253906
7,70000,10,79.15773010253906
8,70000,10,79.15773010253906
9,70000,10,79.15773010253906
