num_swaps,num_data,num_medoids,loss
0,50000,10,11.273893356323242
1,50000,10,11.267553329467773
2,50000,10,11.261710166931152
3,50000,10,11.250373840332031
4,50000,10,11.243692398071289
5,50000,10,11.243024826049805
6,50000,10,11.243024826049805
7,50000,10,11.243024826049805
8,50000,10,11.243024826049805
9,50000,10,11.243024826049805
