num_swaps,num_data,num_medoids,loss
0,50000,5,11.762462615966797
1,50000,5,11.70842456817627
2,50000,5,11.699943542480469
3,50000,5,11.699943542480469
4,50000,5,11.699943542480469
5,50000,5,11.699943542480469
6,50000,5,11.699943542480469
7,50000,5,11.699943542480469
8,50000,5,11.699943542480469
9,50000,5,11.699943542480469
