num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,10,0.0,20867897,7876460,0,0,13281537,24388465,13286296,7876460,28744357,4355892,4355892.0,6.107471227645874,6.107471227645874,"[11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602, 11.299188613891602]"
23333,10,0.0,47387996,14968853,0,0,28407183,52953908,28417367,14968853,62356849,9402941,9402941.0,14.496543645858765,14.496543645858765,"[11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688, 11.319015502929688]"
36666,10,0.0,75136047,23362951,0,0,43604840,85085433,43620188,23362951,98498998,13413565,13413565.0,25.282047033309937,25.282047033309937,"[11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708, 11.2992525100708]"
50000,10,0.0,103559609,28428338,0,0,57038360,113926133,57059677,28428338,131987947,18061814,18061814.0,34.29617691040039,34.29617691040039,"[11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434, 11.345885276794434]"
