num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime,average_swap_runtime,total_runtime
10000,15,0.0,26611411,55150980,0,0,25232298,80395301,25242621,55150980,81762391,1367090,1367090.0,7.170594215393066,7.170594215393066,0,7.170594215393066
30000,15,0.0,82610718,168617410,0,0,92008937,224564415,92072455,168617410,251228128,26663713,26663713.0,23.842521905899048,23.842521905899048,0,23.842521905899048
50000,15,0.0,169583962,242673457,0,0,147833610,366617497,148133560,242673457,412257419,45639922,45639922.0,44.99247193336487,44.99247193336487,0,44.99247193336487
70000,15,0.0,249652748,393370523,0,0,224694749,565722477,225111323,393370523,643023271,77300794,77300794.0,72.00033807754517,72.00033807754517,0,72.00033807754517
