num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,10,0.0,22022850,15494911,0,0,0,0,0,15494911,37517761,37517761,37517761.0,11.277214050292969,11.277214050292969,"[79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734, 79.93257904052734]"
30000,10,0.0,63414700,51145833,0,0,0,0,0,51145833,114560533,114560533,114560533.0,35.86845397949219,35.86845397949219,"[79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594, 79.86839294433594]"
50000,10,0.0,106744332,78556583,0,0,0,0,0,78556583,185300915,185300915,185300915.0,56.98061919212341,56.98061919212341,"[79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406, 79.87867736816406]"
70000,10,0.0,167631705,107351926,0,0,0,0,0,107351926,274983631,274983631,274983631.0,85.15298676490784,85.15298676490784,"[79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703, 79.36634063720703]"
