num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_swap_runtime: ,total_runtime,loss_history
10000,5,0.0,50150000,17782100,0,0,0,0,0,17782100,67932100,67932100,67932100.0,30.86278700828552,30.86278700828552,30.86278700828552,"[281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656]"
20000,5,0.0,100300000,54737800,0,0,0,0,0,54737800,155037800,155037800,155037800.0,71.05174088478088,71.05174088478088,71.05174088478088,"[279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594]"
30000,5,0.0,150450000,52975200,0,0,0,0,0,52975200,203425200,203425200,203425200.0,91.03766798973083,91.03766798973083,91.03766798973083,"[279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375, 279.56146240234375]"
40000,5,0.0,200600000,72795600,0,0,0,0,0,72795600,273395600,273395600,273395600.0,121.77714705467224,121.77714705467224,121.77714705467224,"[279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875, 279.56170654296875]"
10000,5,0.0,50150000,17782100,0,0,0,0,0,17782100,67932100,67932100,67932100.0,30.21978497505188,-0.643002033233639,30.21978497505188,"[281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656, 281.6141662597656]"
20000,5,0.0,100300000,54737800,0,0,0,0,0,54737800,155037800,155037800,155037800.0,70.1638536453247,-0.8878872394561768,70.1638536453247,"[279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594, 279.3665466308594]"
