num_data,num_medoids,loss,misc_complexity,build_complexity,swap_complexity,number_of_swaps,cache_writes,cache_hits,cache_misses,total_complexity_without_misc,total_complexity_with_misc,total_complexity_with_caching,average_complexity_with_caching,average_runtime,total_runtime,loss_history
10000,5,0.0,10760080,16652305,0,0,0,0,0,16652305,27412385,27412385,27412385.0,5.570337772369385,5.570337772369385,"[87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078, 87.43317413330078]"
30000,5,0.0,35227756,21698339,0,0,0,0,0,21698339,56926095,56926095,56926095.0,16.824126958847046,16.824126958847046,"[87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906, 87.31251525878906]"
50000,5,0.0,52643530,39021972,0,0,0,0,0,39021972,91665502,91665502,91665502.0,28.779897689819336,28.779897689819336,"[87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336, 87.0766830444336]"
70000,5,0.0,73225683,51456973,0,0,0,0,0,51456973,124682656,124682656,124682656.0,39.24393916130066,39.24393916130066,"[87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375, 87.20849609375]"
